record_id,Longitude,Latitude,Crop Sowing Time,Crop Harvesting Time,Yield Level (t/ha),season_days,calendar_year,week23_t_min_stdv,week24_t_min_stdv,week25_t_min_stdv,week26_t_min_stdv,week27_t_min_stdv,week28_t_min_stdv,week29_t_min_stdv,week30_t_min_stdv,week31_t_min_stdv,week32_t_min_stdv,week33_t_min_stdv,week34_t_min_stdv,week35_t_min_stdv,week36_t_min_stdv,week37_t_min_stdv,week38_t_min_stdv,week39_t_min_stdv,week40_t_min_stdv,week41_t_min_stdv,week42_t_min_stdv,week23_t_max_stdv,week24_t_max_stdv,week25_t_max_stdv,week26_t_max_stdv,week27_t_max_stdv,week28_t_max_stdv,week29_t_max_stdv,week30_t_max_stdv,week31_t_max_stdv,week32_t_max_stdv,week33_t_max_stdv,week34_t_max_stdv,week35_t_max_stdv,week36_t_max_stdv,week37_t_max_stdv,week38_t_max_stdv,week39_t_max_stdv,week40_t_max_stdv,week41_t_max_stdv,week42_t_max_stdv,week23_tmin_tmax_r2,week24_tmin_tmax_r2,week25_tmin_tmax_r2,week26_tmin_tmax_r2,week27_tmin_tmax_r2,week28_tmin_tmax_r2,week29_tmin_tmax_r2,week30_tmin_tmax_r2,week31_tmin_tmax_r2,week32_tmin_tmax_r2,week33_tmin_tmax_r2,week34_tmin_tmax_r2,week35_tmin_tmax_r2,week36_tmin_tmax_r2,week37_tmin_tmax_r2,week38_tmin_tmax_r2,week39_tmin_tmax_r2,week40_tmin_tmax_r2,week41_tmin_tmax_r2,week42_tmin_tmax_r2
1,85.01966667,26.46008,2015-07-15,2015-11-18,4.2,126,2015,,0.8149999999999995,0.6839265717571988,1.242847034031139,1.224297349502971,1.334341285678693,1.519834846022315,1.58788725591586,1.615425640504694,1.537863452976239,1.512747486753056,1.544061203450174,1.678263049675266,1.851261566541881,1.809739821693224,1.799648837273539,2.385531213283568,2.71424022518273,2.834506508515089,2.921436290594063,,1.34,2.428845175981561,2.974402250873276,2.791358092398754,3.40493269634903,3.987869872807911,4.067477719668542,4.108353128943368,4.05241520577544,4.072729301947546,4.214083530258982,4.256554152649519,4.275193574803463,4.222862957231214,4.141108273684112,4.121557722789253,4.050886391341475,3.966447505914394,3.916051582908479,,1,0.415301729907697,0.7035305891584742,0.7270865169614964,0.8043281379558908,0.8705271416469693,0.8905159363844566,0.9046053699112507,0.8730511764855194,0.8779145871093842,0.8924237234710363,0.8809562696656724,0.8535781484582616,0.855336576701329,0.8560724335052534,0.6597371472625255,0.5831832813914715,0.5580065151748729,0.5612974951453407
2,85.0225,26.46056,2015-07-25,2015-11-27,4.8,125,2015,,0.8149999999999995,0.6839265717571988,1.242847034031139,1.224297349502971,1.334341285678693,1.519834846022315,1.58788725591586,1.615425640504694,1.537863452976239,1.512747486753056,1.544061203450174,1.678263049675266,1.851261566541881,1.809739821693224,1.799648837273539,2.385531213283568,2.71424022518273,2.834506508515089,2.921436290594063,,1.34,2.428845175981561,2.974402250873276,2.791358092398754,3.40493269634903,3.987869872807911,4.067477719668542,4.108353128943368,4.05241520577544,4.072729301947546,4.214083530258982,4.256554152649519,4.275193574803463,4.222862957231214,4.141108273684112,4.121557722789253,4.050886391341475,3.966447505914394,3.916051582908479,,1,0.415301729907697,0.7035305891584742,0.7270865169614964,0.8043281379558908,0.8705271416469693,0.8905159363844566,0.9046053699112507,0.8730511764855194,0.8779145871093842,0.8924237234710363,0.8809562696656724,0.8535781484582616,0.855336576701329,0.8560724335052534,0.6597371472625255,0.5831832813914715,0.5580065151748729,0.5612974951453407
3,85.02294444,26.46061,2015-07-28,2015-11-24,4.5,119,2015,,0.8149999999999995,0.6839265717571988,1.242847034031139,1.224297349502971,1.334341285678693,1.519834846022315,1.58788725591586,1.615425640504694,1.537863452976239,1.512747486753056,1.544061203450174,1.678263049675266,1.851261566541881,1.809739821693224,1.799648837273539,2.385531213283568,2.71424022518273,2.834506508515089,2.921436290594063,,1.34,2.428845175981561,2.974402250873276,2.791358092398754,3.40493269634903,3.987869872807911,4.067477719668542,4.108353128943368,4.05241520577544,4.072729301947546,4.214083530258982,4.256554152649519,4.275193574803463,4.222862957231214,4.141108273684112,4.121557722789253,4.050886391341475,3.966447505914394,3.916051582908479,,1,0.415301729907697,0.7035305891584742,0.7270865169614964,0.8043281379558908,0.8705271416469693,0.8905159363844566,0.9046053699112507,0.8730511764855194,0.8779145871093842,0.8924237234710363,0.8809562696656724,0.8535781484582616,0.855336576701329,0.8560724335052534,0.6597371472625255,0.5831832813914715,0.5580065151748729,0.5612974951453407
4,85.02469444,26.46117,2015-07-25,2015-12-03,4.8,131,2015,,0.8149999999999995,0.6839265717571988,1.242847034031139,1.224297349502971,1.334341285678693,1.519834846022315,1.58788725591586,1.615425640504694,1.537863452976239,1.512747486753056,1.544061203450174,1.678263049675266,1.851261566541881,1.809739821693224,1.799648837273539,2.385531213283568,2.71424022518273,2.834506508515089,2.921436290594063,,1.34,2.428845175981561,2.974402250873276,2.791358092398754,3.40493269634903,3.987869872807911,4.067477719668542,4.108353128943368,4.05241520577544,4.072729301947546,4.214083530258982,4.256554152649519,4.275193574803463,4.222862957231214,4.141108273684112,4.121557722789253,4.050886391341475,3.966447505914394,3.916051582908479,,1,0.415301729907697,0.7035305891584742,0.7270865169614964,0.8043281379558908,0.8705271416469693,0.8905159363844566,0.9046053699112507,0.8730511764855194,0.8779145871093842,0.8924237234710363,0.8809562696656724,0.8535781484582616,0.855336576701329,0.8560724335052534,0.6597371472625255,0.5831832813914715,0.5580065151748729,0.5612974951453407
5,85.02644444,26.46192,2015-07-12,2015-11-26,4.5,137,2015,,0.8149999999999995,0.6839265717571988,1.242847034031139,1.224297349502971,1.334341285678693,1.519834846022315,1.58788725591586,1.615425640504694,1.537863452976239,1.512747486753056,1.544061203450174,1.678263049675266,1.851261566541881,1.809739821693224,1.799648837273539,2.385531213283568,2.71424022518273,2.834506508515089,2.921436290594063,,1.34,2.428845175981561,2.974402250873276,2.791358092398754,3.40493269634903,3.987869872807911,4.067477719668542,4.108353128943368,4.05241520577544,4.072729301947546,4.214083530258982,4.256554152649519,4.275193574803463,4.222862957231214,4.141108273684112,4.121557722789253,4.050886391341475,3.966447505914394,3.916051582908479,,1,0.415301729907697,0.7035305891584742,0.7270865169614964,0.8043281379558908,0.8705271416469693,0.8905159363844566,0.9046053699112507,0.8730511764855194,0.8779145871093842,0.8924237234710363,0.8809562696656724,0.8535781484582616,0.855336576701329,0.8560724335052534,0.6597371472625255,0.5831832813914715,0.5580065151748729,0.5612974951453407
6,85.02466667,26.46356,2015-07-15,2015-11-18,4.4,126,2015,,0.8149999999999995,0.6839265717571988,1.242847034031139,1.224297349502971,1.334341285678693,1.519834846022315,1.58788725591586,1.615425640504694,1.537863452976239,1.512747486753056,1.544061203450174,1.678263049675266,1.851261566541881,1.809739821693224,1.799648837273539,2.385531213283568,2.71424022518273,2.834506508515089,2.921436290594063,,1.34,2.428845175981561,2.974402250873276,2.791358092398754,3.40493269634903,3.987869872807911,4.067477719668542,4.108353128943368,4.05241520577544,4.072729301947546,4.214083530258982,4.256554152649519,4.275193574803463,4.222862957231214,4.141108273684112,4.121557722789253,4.050886391341475,3.966447505914394,3.916051582908479,,1,0.415301729907697,0.7035305891584742,0.7270865169614964,0.8043281379558908,0.8705271416469693,0.8905159363844566,0.9046053699112507,0.8730511764855194,0.8779145871093842,0.8924237234710363,0.8809562696656724,0.8535781484582616,0.855336576701329,0.8560724335052534,0.6597371472625255,0.5831832813914715,0.5580065151748729,0.5612974951453407
7,85.02797222,26.46,2015-07-12,2015-11-26,4.6,137,2015,,0.8149999999999995,0.6839265717571988,1.242847034031139,1.224297349502971,1.334341285678693,1.519834846022315,1.58788725591586,1.615425640504694,1.537863452976239,1.512747486753056,1.544061203450174,1.678263049675266,1.851261566541881,1.809739821693224,1.799648837273539,2.385531213283568,2.71424022518273,2.834506508515089,2.921436290594063,,1.34,2.428845175981561,2.974402250873276,2.791358092398754,3.40493269634903,3.987869872807911,4.067477719668542,4.108353128943368,4.05241520577544,4.072729301947546,4.214083530258982,4.256554152649519,4.275193574803463,4.222862957231214,4.141108273684112,4.121557722789253,4.050886391341475,3.966447505914394,3.916051582908479,,1,0.415301729907697,0.7035305891584742,0.7270865169614964,0.8043281379558908,0.8705271416469693,0.8905159363844566,0.9046053699112507,0.8730511764855194,0.8779145871093842,0.8924237234710363,0.8809562696656724,0.8535781484582616,0.855336576701329,0.8560724335052534,0.6597371472625255,0.5831832813914715,0.5580065151748729,0.5612974951453407
8,85.02275,26.46431,2015-07-24,2015-11-26,4.3,125,2015,,0.8149999999999995,0.6839265717571988,1.242847034031139,1.224297349502971,1.334341285678693,1.519834846022315,1.58788725591586,1.615425640504694,1.537863452976239,1.512747486753056,1.544061203450174,1.678263049675266,1.851261566541881,1.809739821693224,1.799648837273539,2.385531213283568,2.71424022518273,2.834506508515089,2.921436290594063,,1.34,2.428845175981561,2.974402250873276,2.791358092398754,3.40493269634903,3.987869872807911,4.067477719668542,4.108353128943368,4.05241520577544,4.072729301947546,4.214083530258982,4.256554152649519,4.275193574803463,4.222862957231214,4.141108273684112,4.121557722789253,4.050886391341475,3.966447505914394,3.916051582908479,,1,0.415301729907697,0.7035305891584742,0.7270865169614964,0.8043281379558908,0.8705271416469693,0.8905159363844566,0.9046053699112507,0.8730511764855194,0.8779145871093842,0.8924237234710363,0.8809562696656724,0.8535781484582616,0.855336576701329,0.8560724335052534,0.6597371472625255,0.5831832813914715,0.5580065151748729,0.5612974951453407
9,85.025,26.465,2015-07-18,2015-11-21,4.5,126,2015,,0.8149999999999995,0.6839265717571988,1.242847034031139,1.224297349502971,1.334341285678693,1.519834846022315,1.58788725591586,1.615425640504694,1.537863452976239,1.512747486753056,1.544061203450174,1.678263049675266,1.851261566541881,1.809739821693224,1.799648837273539,2.385531213283568,2.71424022518273,2.834506508515089,2.921436290594063,,1.34,2.428845175981561,2.974402250873276,2.791358092398754,3.40493269634903,3.987869872807911,4.067477719668542,4.108353128943368,4.05241520577544,4.072729301947546,4.214083530258982,4.256554152649519,4.275193574803463,4.222862957231214,4.141108273684112,4.121557722789253,4.050886391341475,3.966447505914394,3.916051582908479,,1,0.415301729907697,0.7035305891584742,0.7270865169614964,0.8043281379558908,0.8705271416469693,0.8905159363844566,0.9046053699112507,0.8730511764855194,0.8779145871093842,0.8924237234710363,0.8809562696656724,0.8535781484582616,0.855336576701329,0.8560724335052534,0.6597371472625255,0.5831832813914715,0.5580065151748729,0.5612974951453407
10,85.01675,26.46214,2015-10-07,2015-11-29,4.8,53,2015,,0.8149999999999995,0.6839265717571988,1.242847034031139,1.224297349502971,1.334341285678693,1.519834846022315,1.58788725591586,1.615425640504694,1.537863452976239,1.512747486753056,1.544061203450174,1.678263049675266,1.851261566541881,1.809739821693224,1.799648837273539,2.385531213283568,2.71424022518273,2.834506508515089,2.921436290594063,,1.34,2.428845175981561,2.974402250873276,2.791358092398754,3.40493269634903,3.987869872807911,4.067477719668542,4.108353128943368,4.05241520577544,4.072729301947546,4.214083530258982,4.256554152649519,4.275193574803463,4.222862957231214,4.141108273684112,4.121557722789253,4.050886391341475,3.966447505914394,3.916051582908479,,1,0.415301729907697,0.7035305891584742,0.7270865169614964,0.8043281379558908,0.8705271416469693,0.8905159363844566,0.9046053699112507,0.8730511764855194,0.8779145871093842,0.8924237234710363,0.8809562696656724,0.8535781484582616,0.855336576701329,0.8560724335052534,0.6597371472625255,0.5831832813914715,0.5580065151748729,0.5612974951453407
11,84.87794444,26.68334,2015-07-22,2015-11-28,4.5,129,2015,,0.8149999999999995,0.6839265717571988,1.242847034031139,1.224297349502971,1.334341285678693,1.519834846022315,1.58788725591586,1.615425640504694,1.537863452976239,1.512747486753056,1.544061203450174,1.678263049675266,1.851261566541881,1.809739821693224,1.799648837273539,2.385531213283568,2.71424022518273,2.834506508515089,2.921436290594063,,1.34,2.428845175981561,2.974402250873276,2.791358092398754,3.40493269634903,3.987869872807911,4.067477719668542,4.108353128943368,4.05241520577544,4.072729301947546,4.214083530258982,4.256554152649519,4.275193574803463,4.222862957231214,4.141108273684112,4.121557722789253,4.050886391341475,3.966447505914394,3.916051582908479,,1,0.415301729907697,0.7035305891584742,0.7270865169614964,0.8043281379558908,0.8705271416469693,0.8905159363844566,0.9046053699112507,0.8730511764855194,0.8779145871093842,0.8924237234710363,0.8809562696656724,0.8535781484582616,0.855336576701329,0.8560724335052534,0.6597371472625255,0.5831832813914715,0.5580065151748729,0.5612974951453407
12,84.87777778,26.66935,2015-07-28,2015-11-30,4.8,125,2015,,0.8149999999999995,0.6839265717571988,1.242847034031139,1.224297349502971,1.334341285678693,1.519834846022315,1.58788725591586,1.615425640504694,1.537863452976239,1.512747486753056,1.544061203450174,1.678263049675266,1.851261566541881,1.809739821693224,1.799648837273539,2.385531213283568,2.71424022518273,2.834506508515089,2.921436290594063,,1.34,2.428845175981561,2.974402250873276,2.791358092398754,3.40493269634903,3.987869872807911,4.067477719668542,4.108353128943368,4.05241520577544,4.072729301947546,4.214083530258982,4.256554152649519,4.275193574803463,4.222862957231214,4.141108273684112,4.121557722789253,4.050886391341475,3.966447505914394,3.916051582908479,,1,0.415301729907697,0.7035305891584742,0.7270865169614964,0.8043281379558908,0.8705271416469693,0.8905159363844566,0.9046053699112507,0.8730511764855194,0.8779145871093842,0.8924237234710363,0.8809562696656724,0.8535781484582616,0.855336576701329,0.8560724335052534,0.6597371472625255,0.5831832813914715,0.5580065151748729,0.5612974951453407
